Base Case
RunNumber, numStaffA, numStaffB, dispMeth: numBasicSrv, numBasicLW, BasicSL; numPremiumSrv, numPremiumLW, PremiumSL; numType1and2Srv, numType1and2LW, Type1and2SL; numType3and4Srv, numType3and4LW, Type3and4SL; OverallSL; overtmStaffA, overtmStaffB; CostEstimate
14, 14, 12, EQUAL_PRIORITY: 2315, 371, 0.8397408207343413; 5068, 1984, 0.6085240726124703; 5145, 117, 0.9772594752186589; 2238, 2238, 0.0; 0.6810239739943112; 3812.9274970417027, 27953.718295311934; 8445.213431565997
15, 14, 12, EQUAL_PRIORITY: 2242, 399, 0.8220338983050848; 5053, 1940, 0.6160696615871759; 5083, 127, 0.975014755065906; 2212, 2212, 0.0; 0.6793694311172036; 3643.811928469804, 26085.724960221167; 8397.008234231716
16, 14, 12, EQUAL_PRIORITY: 2301, 401, 0.8257279443720121; 5024, 1957, 0.61046974522293; 5115, 148, 0.9710654936461388; 2210, 2210, 0.0; 0.6780887372013652; 4602.287660106798, 25754.45056489337; 8403.757114478218
17, 14, 12, EQUAL_PRIORITY: 2329, 396, 0.8299699441820524; 5118, 1991, 0.6109808518952715; 5214, 154, 0.9704641350210971; 2233, 2233, 0.0; 0.6794682422451994; 4106.720258507557, 25165.978056127322; 8381.726087513343
18, 14, 12, EQUAL_PRIORITY: 2150, 362, 0.8316279069767442; 5091, 1917, 0.6234531526222746; 5018, 56, 0.9888401753686727; 2223, 2223, 0.0; 0.6852644662339455; 3921.6259893602983, 27413.10191739633; 8433.702056152748
19, 14, 12, EQUAL_PRIORITY: 2230, 389, 0.8255605381165919; 4982, 1854, 0.62786029706945; 4984, 15, 0.9969903691813804; 2228, 2228, 0.0; 0.6889905712701054; 4177.2848805027315, 27494.59611478931; 8439.647528332996
20, 14, 12, EQUAL_PRIORITY: 2262, 394, 0.825817860300619; 4941, 1948, 0.6057478243270593; 4963, 102, 0.9794479145678018; 2240, 2240, 0.0; 0.6748576981813134; 3275.483020163563, 26717.008297363864; 8406.714225426293
21, 14, 12, EQUAL_PRIORITY: 2210, 362, 0.8361990950226245; 5034, 1931, 0.6164084227254668; 5016, 65, 0.9870414673046252; 2228, 2228, 0.0; 0.6834621755935947; 3218.1217725264723, 28521.92100434033; 8449.874956704549
22, 14, 12, EQUAL_PRIORITY: 2222, 370, 0.8334833483348335; 5081, 1947, 0.616807715016729; 5050, 64, 0.9873267326732673; 2253, 2253, 0.0; 0.682733123373956; 3935.2986826679407, 27987.919290016434; 8447.941938476215
23, 14, 12, EQUAL_PRIORITY: 2327, 424, 0.817791147400086; 5043, 1979, 0.6075748562363672; 5130, 163, 0.9682261208576998; 2240, 2240, 0.0; 0.6739484396200814; 3742.280730360406, 28139.681563617152; 8448.65847803433
24, 14, 12, EQUAL_PRIORITY: 2286, 371, 0.8377077865266842; 5087, 1998, 0.6072341262040495; 5162, 158, 0.969391708640062; 2211, 2211, 0.0; 0.6786925267869253; 4424.257017282522, 25031.75508131634; 8383.364667132926
25, 14, 12, EQUAL_PRIORITY: 2288, 398, 0.826048951048951; 5038, 2033, 0.5964668519253672; 5072, 177, 0.965102523659306; 2254, 2254, 0.0; 0.6681681681681682; 4178.041362599441, 25641.1826485497; 8394.42712143936
26, 14, 12, EQUAL_PRIORITY: 2350, 378, 0.8391489361702128; 4882, 1939, 0.6028267103646047; 5002, 87, 0.9826069572171131; 2230, 2230, 0.0; 0.6796183628318584; 3826.2400359681924, 26116.2136767646; 8400.575596239596
27, 14, 12, EQUAL_PRIORITY: 2359, 414, 0.8245019075879609; 5049, 2058, 0.5923945335710041; 5191, 255, 0.9508765170487382; 2217, 2217, 0.0; 0.6663066954643628; 4815.5069734797435, 25586.25549736408; 8402.95217660857
28, 14, 12, EQUAL_PRIORITY: 2328, 409, 0.8243127147766323; 4981, 1983, 0.6018871712507529; 5056, 139, 0.9725079113924051; 2253, 2253, 0.0; 0.6727322479135313; 3863.2814299014426, 28666.791139422; 8463.395091603415
29, 14, 12, EQUAL_PRIORITY: 2305, 402, 0.8255965292841648; 5067, 1908, 0.6234458259325044; 5135, 73, 0.9857838364167478; 2237, 2237, 0.0; 0.6866521975040695; 4341.712864942601, 28310.456007904737; 8462.103113578929
30, 14, 12, EQUAL_PRIORITY: 2232, 393, 0.8239247311827957; 4980, 1896, 0.619277108433735; 4998, 75, 0.9849939975990396; 2214, 2214, 0.0; 0.6826123128119801; 3344.3146910191135, 27049.53614730682; 8415.894740479807
1, 14, 13, EQUAL_PRIORITY: 2341, 393, 0.832123024348569; 5149, 2254, 0.5622450961351719; 5089, 246, 0.9516604440951071; 2401, 2401, 0.0; 0.6465954606141522; 3511.4195049736154, 28050.501520982492; 8811.909208029521
2, 14, 13, EQUAL_PRIORITY: 2304, 403, 0.8250868055555556; 5199, 2169, 0.5828043854587421; 5099, 168, 0.9670523632084722; 2404, 2404, 0.0; 0.6572037851526056; 4002.17069402957, 28451.485257380366; 8829.290079522241
3, 14, 13, EQUAL_PRIORITY: 2340, 421, 0.8200854700854701; 5105, 2042, 0.6; 5055, 73, 0.9855588526211672; 2390, 2390, 0.0; 0.6691739422431162; 3661.7992079337855, 27803.42912259116; 8808.206769900307
4, 14, 13, EQUAL_PRIORITY: 2275, 425, 0.8131868131868132; 5249, 2071, 0.6054486568870261; 5110, 82, 0.9839530332681018; 2414, 2414, 0.0; 0.6682615629984051; 3820.273647643975, 30164.849110297742; 8868.289243071995
5, 14, 13, EQUAL_PRIORITY: 2276, 433, 0.8097539543057997; 5185, 2095, 0.5959498553519769; 5049, 116, 0.9770251534957417; 2412, 2412, 0.0; 0.6611714247419918; 3953.033205666521, 28815.162373085142; 8837.405071811798
6, 14, 13, EQUAL_PRIORITY: 2369, 445, 0.8121570282819756; 5197, 2114, 0.5932268616509524; 5139, 132, 0.974314068884997; 2427, 2427, 0.0; 0.661776367961935; 4169.911166893187, 29091.954725440795; 8847.516567906128
7, 14, 13, EQUAL_PRIORITY: 2332, 422, 0.8190394511149228; 5129, 2115, 0.587638915968025; 5033, 109, 0.9783429366183191; 2428, 2428, 0.0; 0.6599651521243801; 3441.8970779617957, 27843.981813377555; 8805.79320141398
8, 14, 13, EQUAL_PRIORITY: 2216, 414, 0.8131768953068592; 5264, 2068, 0.6071428571428572; 5056, 58, 0.9885284810126582; 2424, 2424, 0.0; 0.6681818181818182; 3481.420683422839, 30035.409419706746; 8859.886145224387
9, 14, 13, EQUAL_PRIORITY: 2401, 448, 0.8134110787172012; 5154, 2098, 0.5929375242530074; 5148, 139, 0.972999222999223; 2407, 2407, 0.0; 0.6630046326935803; 3757.8339765019628, 28195.88293344165; 8819.270764083427
10, 14, 13, EQUAL_PRIORITY: 2313, 437, 0.8110678772157371; 5108, 2001, 0.6082615505090054; 5028, 45, 0.9910501193317423; 2393, 2393, 0.0; 0.6714728473251583; 3332.4014724633453, 27968.844294907205; 8807.14586569955
11, 14, 13, EQUAL_PRIORITY: 2300, 428, 0.8139130434782609; 5169, 2169, 0.5803830528148578; 5040, 168, 0.9666666666666667; 2429, 2429, 0.0; 0.6522961574507966; 3242.880570394278, 28813.667625825256; 8826.37813541017
12, 14, 13, EQUAL_PRIORITY: 2280, 392, 0.8280701754385965; 5197, 2065, 0.6026553781027516; 5068, 48, 0.9905288082083662; 2409, 2409, 0.0; 0.6713922696268557; 4052.6485344775574, 28559.95546617196; 8832.718473815159
13, 14, 13, EQUAL_PRIORITY: 2338, 419, 0.820786997433704; 5218, 2059, 0.6054043694902261; 5120, 42, 0.991796875; 2436, 2436, 0.0; 0.6720487030174696; 3193.7894918268867, 30878.82404376869; 8876.018043203581
14, 14, 13, EQUAL_PRIORITY: 2356, 412, 0.8251273344651953; 5208, 2126, 0.5917818740399385; 5145, 119, 0.9768707482993197; 2419, 2419, 0.0; 0.6644632469592808; 4090.7699941945903, 29481.41704247483; 8855.796499161028
15, 14, 13, EQUAL_PRIORITY: 2273, 428, 0.8117025956885173; 5214, 2103, 0.596662830840046; 5086, 130, 0.9744396382225717; 2401, 2401, 0.0; 0.6619473754507814; 3899.818022541047, 27208.11946408343; 8797.3620039366
16, 14, 13, EQUAL_PRIORITY: 2342, 442, 0.8112724167378309; 5180, 2109, 0.5928571428571429; 5115, 144, 0.9718475073313783; 2407, 2407, 0.0; 0.6608614730124966; 4380.9637633115635, 28392.218687511064; 8833.705966686937
17, 14, 13, EQUAL_PRIORITY: 2368, 434, 0.816722972972973; 5279, 2146, 0.5934836143208941; 5215, 148, 0.9716203259827421; 2432, 2432, 0.0; 0.6626127893291487; 4014.475289508002, 28246.10081197106; 8824.468149296441
18, 14, 13, EQUAL_PRIORITY: 2193, 406, 0.8148654810761514; 5252, 2123, 0.5957730388423458; 5015, 99, 0.980259222333001; 2430, 2430, 0.0; 0.660308932169241; 3544.40105938504, 30837.587914789474; 8880.437816696654
19, 14, 13, EQUAL_PRIORITY: 2253, 411, 0.8175765645805593; 5131, 2015, 0.6072890274800233; 4986, 28, 0.9943842759727236; 2398, 2398, 0.0; 0.6714517876489707; 4002.8121156202105, 29656.770631561638; 8858.714708869138
20, 14, 13, EQUAL_PRIORITY: 2292, 424, 0.8150087260034904; 5095, 2121, 0.5837095191364082; 4963, 121, 0.9756195849284707; 2424, 2424, 0.0; 0.6554758359279815; 3301.4370886281104, 27309.487592756777; 8790.575211671046
21, 14, 13, EQUAL_PRIORITY: 2238, 390, 0.8257372654155496; 5193, 2074, 0.6006162141344117; 5015, 48, 0.9904287138584247; 2416, 2416, 0.0; 0.6684160947382587; 3416.8555196512025, 29754.051710334723; 8852.020454544438
22, 14, 13, EQUAL_PRIORITY: 2241, 389, 0.8264167782240072; 5229, 2104, 0.5976286096768024; 5051, 74, 0.985349435755296; 2419, 2419, 0.0; 0.6662650602409639; 3958.4756532189494, 29675.85416696011; 8858.494278469678
23, 14, 13, EQUAL_PRIORITY: 2362, 461, 0.8048264182895851; 5193, 2130, 0.5898324667822068; 5127, 163, 0.9682075287692608; 2428, 2428, 0.0; 0.65704831237591; 4042.0621153982793, 28647.15803145383; 8834.682794220216
24, 14, 13, EQUAL_PRIORITY: 2318, 404, 0.8257118205349439; 5251, 2155, 0.5896019805751285; 5160, 150, 0.9709302325581395; 2409, 2409, 0.0; 0.6619104240982957; 4339.520303903642, 28435.71378629803; 8834.126067345067
25, 14, 13, EQUAL_PRIORITY: 2314, 424, 0.8167675021607606; 5186, 2181, 0.5794446586964905; 5072, 177, 0.965102523659306; 2428, 2428, 0.0; 0.6526666666666667; 3834.2516979836655, 29047.86575870533; 8841.245857294341
26, 14, 13, EQUAL_PRIORITY: 2384, 412, 0.8271812080536913; 5044, 2099, 0.5838620142743853; 5002, 85, 0.9830067972810875; 2426, 2426, 0.0; 0.6619547657512117; 4036.239576486216, 27933.78223319385; 8817.182916993803
27, 14, 13, EQUAL_PRIORITY: 2374, 428, 0.8197135636057287; 5224, 2196, 0.5796324655436447; 5194, 220, 0.9576434347323836; 2404, 2404, 0.0; 0.6546459594630165; 4761.871588053968, 27571.672626684434; 8819.575737490159
28, 14, 13, EQUAL_PRIORITY: 2344, 425, 0.8186860068259385; 5124, 2099, 0.590359094457455; 5057, 113, 0.9776547360094918; 2411, 2411, 0.0; 0.6620246384574183; 3971.8296187205124, 28365.3467838481; 8826.71832632411
29, 14, 13, EQUAL_PRIORITY: 2343, 440, 0.812206572769953; 5194, 2036, 0.6080092414324221; 5135, 74, 0.985589094449854; 2402, 2402, 0.0; 0.6714873291760648; 4341.206754111146, 27334.17643639553; 8807.269410416135
30, 14, 13, EQUAL_PRIORITY: 2267, 428, 0.8112042346713718; 5126, 2044, 0.6012485368708544; 5000, 79, 0.9842; 2393, 2393, 0.0; 0.6656296496686054; 3344.4695392730646, 29288.324118821474; 8839.53422434094
1, 14, 14, EQUAL_PRIORITY: 2367, 419, 0.8229826784959865; 5283, 2384, 0.5487412455044482; 5090, 243, 0.9522593320235756; 2560, 2560, 0.0; 0.6335947712418301; 3271.76844472783, 28581.362922074273; 9190.15586867141
2, 14, 14, EQUAL_PRIORITY: 2335, 434, 0.8141327623126339; 5366, 2348, 0.5624301155423034; 5099, 180, 0.964698960580506; 2602, 2602, 0.0; 0.6387482145175951; 3942.742500124048, 32231.632747442345; 9289.623956933548
3, 14, 14, EQUAL_PRIORITY: 2367, 448, 0.810730882974229; 5295, 2258, 0.5735599622285175; 5055, 99, 0.9804154302670623; 2607, 2607, 0.0; 0.6468285043069695; 3594.1970627206174, 31854.91245013733; 9275.036032194266
4, 14, 14, EQUAL_PRIORITY: 2317, 467, 0.7984462667242124; 5393, 2209, 0.5903949564249953; 5110, 76, 0.9851272015655578; 2600, 2600, 0.0; 0.6529182879377432; 3620.415080567269, 32057.719894437018; 9280.391254623017
5, 14, 14, EQUAL_PRIORITY: 2322, 479, 0.7937123169681309; 5337, 2256, 0.5772906127037661; 5049, 125, 0.9752426223014459; 2610, 2610, 0.0; 0.642903773338556; 3471.886052180853, 32818.36995949148; 9296.65607481896
6, 14, 14, EQUAL_PRIORITY: 2396, 472, 0.8030050083472454; 5350, 2242, 0.5809345794392524; 5139, 107, 0.9791788285658688; 2607, 2607, 0.0; 0.6496256132197262; 4459.077695143002, 31072.68357688177; 9269.33098019397
7, 14, 14, EQUAL_PRIORITY: 2377, 467, 0.8035338662179218; 5274, 2241, 0.5750853242320819; 5033, 90, 0.9821180210609974; 2618, 2618, 0.0; 0.6460593386485427; 3344.499421660934, 29091.115239024948; 9203.721851049528
8, 14, 14, EQUAL_PRIORITY: 2245, 443, 0.8026726057906459; 5421, 2225, 0.5895591219332226; 5056, 58, 0.9885284810126582; 2610, 2610, 0.0; 0.651969736498826; 2988.3904417165904, 33295.77130809947; 9300.824270902804
9, 14, 14, EQUAL_PRIORITY: 2439, 485, 0.8011480114801148; 5290, 2201, 0.5839319470699433; 5149, 106, 0.9794134783453098; 2580, 2580, 0.0; 0.6524776814594384; 4113.009893441296, 30576.930074562784; 9251.876422789612
10, 14, 14, EQUAL_PRIORITY: 2342, 466, 0.8010247651579846; 5283, 2190, 0.5854628052243044; 5028, 59, 0.9882657120127287; 2597, 2597, 0.0; 0.651672131147541; 3523.848722050403, 29633.935168294076; 9219.7448861151
11, 14, 14, EQUAL_PRIORITY: 2343, 470, 0.7994024754588135; 5330, 2330, 0.5628517823639775; 5044, 171, 0.9660983346550357; 2629, 2629, 0.0; 0.6350840609930927; 3141.281168368092, 32535.151481013236; 9284.627691130425
12, 14, 14, EQUAL_PRIORITY: 2309, 420, 0.8181030749242096; 5351, 2223, 0.5845636329658008; 5070, 53, 0.9895463510848126; 2590, 2590, 0.0; 0.6549608355091383; 3942.6475771911064, 31648.349245800928; 9275.387592907624
13, 14, 14, EQUAL_PRIORITY: 2383, 464, 0.8052874527906001; 5360, 2207, 0.5882462686567165; 5122, 50, 0.9902381882077314; 2621, 2621, 0.0; 0.6550432648844118; 3420.883377126127, 32284.023088786387; 9282.826139550905
14, 14, 14, EQUAL_PRIORITY: 2394, 450, 0.8120300751879699; 5345, 2253, 0.5784845650140318; 5147, 111, 0.9784340392461628; 2592, 2592, 0.0; 0.6507300684843003; 4147.347768012885, 28898.636875754906; 9211.449496353742
15, 14, 14, EQUAL_PRIORITY: 2322, 477, 0.7945736434108527; 5365, 2262, 0.5783783783783784; 5086, 138, 0.9728666928824223; 2601, 2601, 0.0; 0.64368414205802; 4115.908960922898, 31375.693612303803; 9271.414923266935
16, 14, 14, EQUAL_PRIORITY: 2367, 467, 0.8027038445289396; 5337, 2281, 0.5726063331459621; 5115, 159, 0.9689149560117302; 2589, 2589, 0.0; 0.6433021806853583; 4072.4792898027954, 31090.6870413414; 9263.787279898732
17, 14, 14, EQUAL_PRIORITY: 2409, 476, 0.8024076380240763; 5433, 2316, 0.5737161789066814; 5213, 163, 0.9687320161135623; 2629, 2629, 0.0; 0.6439683754144351; 4156.7250232383085, 31390.44023440522; 9272.406488223101
18, 14, 14, EQUAL_PRIORITY: 2219, 431, 0.8057683641279856; 5388, 2244, 0.5835189309576838; 5020, 88, 0.9824701195219123; 2587, 2587, 0.0; 0.6483502037596951; 3798.15927371406, 31314.902757152013; 9265.013782237975
19, 14, 14, EQUAL_PRIORITY: 2279, 438, 0.8078104431768319; 5289, 2183, 0.587256570240121; 4983, 36, 0.9927754364840458; 2585, 2585, 0.0; 0.6536733615221988; 3993.0996105729137, 31244.791930565494; 9266.319677992906
20, 14, 14, EQUAL_PRIORITY: 2317, 431, 0.8139835994820889; 5257, 2293, 0.5638196690127448; 4963, 131, 0.9736046745919806; 2611, 2593, 0.006893910379165091; 0.640348560866121; 3216.2026454286097, 30612.95080081794; 9238.876340246832
21, 14, 14, EQUAL_PRIORITY: 2269, 420, 0.8148964301454386; 5357, 2244, 0.5811088295687885; 5019, 57, 0.9886431560071728; 2607, 2607, 0.0; 0.6506687647521636; 3419.095336012222, 32171.90331396398; 9280.06221107669
22, 14, 14, EQUAL_PRIORITY: 2272, 420, 0.8151408450704225; 5388, 2239, 0.5844469190794358; 5050, 49, 0.9902970297029703; 2610, 2610, 0.0; 0.6528720626631854; 3916.408460515784, 32253.763393936344; 9289.756499479048
23, 14, 14, EQUAL_PRIORITY: 2380, 479, 0.7987394957983194; 5368, 2299, 0.5717213114754098; 5127, 157, 0.9693778037838892; 2621, 2621, 0.0; 0.641455859576665; 4064.5612368089496, 31288.99878098762; 9268.504489391384
24, 14, 14, EQUAL_PRIORITY: 2366, 450, 0.8098055790363483; 5387, 2257, 0.5810284017078151; 5160, 116, 0.9775193798449613; 2593, 2591, 7.713073659852965E-4; 0.6508448342577067; 4310.146206197678, 31164.65662684299; 9269.270668489109
25, 14, 14, EQUAL_PRIORITY: 2343, 453, 0.8066581306017926; 5348, 2352, 0.5602094240837696; 5072, 186, 0.9633280757097792; 2619, 2619, 0.0; 0.6352879989598232; 4221.58526273194, 32207.644482472868; 9293.353952745487
26, 14, 14, EQUAL_PRIORITY: 2413, 441, 0.8172399502693742; 5194, 2268, 0.5633423180592991; 5002, 104, 0.9792083166733306; 2605, 2605, 0.0; 0.6438806362560799; 3953.7791153281723, 30874.647344115452; 9256.67785601623
27, 14, 14, EQUAL_PRIORITY: 2397, 451, 0.8118481435127243; 5404, 2399, 0.5560695780903036; 5196, 245, 0.9528483448806775; 2605, 2605, 0.0; 0.6346622227919497; 4592.381282293543, 31404.103847819657; 9279.482244702522
28, 14, 14, EQUAL_PRIORITY: 2380, 461, 0.8063025210084034; 5294, 2282, 0.5689459765772573; 5057, 126, 0.9750840419220882; 2617, 2617, 0.0; 0.6425592911128486; 5143.2149012284935, 32997.90402000457; 9326.903364435791
29, 14, 14, EQUAL_PRIORITY: 2379, 476, 0.799915931063472; 5339, 2178, 0.5920584379097209; 5135, 71, 0.9861733203505355; 2583, 2583, 0.0; 0.6561285307074372; 4389.213846438011, 30195.484125515097; 9246.84191021042
30, 14, 14, EQUAL_PRIORITY: 2296, 457, 0.8009581881533101; 5300, 2225, 0.5801886792452831; 5000, 86, 0.9828; 2596, 2596, 0.0; 0.6469194312796209; 3546.313471736983, 31220.96821522512; 9258.82371850559
1, 14, 15, EQUAL_PRIORITY: 2396, 0, 1.0; 5422, 1853, 0.6582441903356695; 5087, 206, 0.9595046196186358; 2731, 1647, 0.39692420358842917; 0.7629828600665132; 3198.308947615311, 32849.46923564124; 9662.181113868624
2, 14, 15, EQUAL_PRIORITY: 2365, 0, 1.0; 5469, 1479, 0.7295666483817882; 5099, 180, 0.964698960580506; 2735, 1299, 0.5250457038391225; 0.8112075568036763; 3424.4824175803515, 35171.42133725283; 9722.348105764557
3, 14, 15, EQUAL_PRIORITY: 2403, 358, 0.8510195588847274; 5433, 2383, 0.5613841339959507; 5055, 86, 0.9829871414441147; 2781, 2655, 0.04530744336569581; 0.6502041858090863; 3519.8930921580177, 33755.62149846023; 9689.27244156725
4, 14, 15, EQUAL_PRIORITY: 2340, 0, 1.0; 5508, 2033, 0.6309005083514887; 5110, 85, 0.9833659491193738; 2738, 1948, 0.28853177501826155; 0.7409531090723751; 3705.380134661682, 30910.769033549775; 9622.715127307587
5, 14, 15, EQUAL_PRIORITY: 2353, 117, 0.9502762430939227; 5440, 1908, 0.649264705882353; 5044, 114, 0.9773988897700238; 2749, 1911, 0.3048381229538014; 0.7401514179391762; 3634.161563271293, 32634.847114503238; 9663.688650202193
6, 14, 15, EQUAL_PRIORITY: 2424, 439, 0.8188943894389439; 5486, 2392, 0.5639810426540284; 5138, 120, 0.9766446087971974; 2772, 2711, 0.02200577200577203; 0.6420986093552465; 4351.690654000267, 31017.51303658077; 9635.322613990367
7, 14, 15, EQUAL_PRIORITY: 2400, 60, 0.975; 5353, 1569, 0.7068933308425183; 5033, 48, 0.9904629445658653; 2720, 1581, 0.41874999999999996; 0.7898877853734039; 3392.0099052966543, 31489.107987696145; 9631.979574424557
8, 14, 15, EQUAL_PRIORITY: 2272, 67, 0.9705105633802817; 5541, 2240, 0.5957408410034291; 5056, 79, 0.984375; 2757, 2228, 0.1918752266956837; 0.704722897734545; 3282.125220184098, 30923.327746945914; 9616.47124604141
9, 14, 15, EQUAL_PRIORITY: 2486, 128, 0.9485116653258246; 5450, 2375, 0.5642201834862386; 5148, 120, 0.9766899766899767; 2788, 2383, 0.14526542324246772; 0.684601814516129; 4020.2710388184787, 31672.251736063074; 9646.172242968969
10, 14, 15, EQUAL_PRIORITY: 2389, 191, 0.9200502302218502; 5406, 2057, 0.6194968553459119; 5028, 38, 0.992442322991249; 2767, 2210, 0.20130104806649807; 0.7116100064143682; 3280.713378172586, 33416.02757226418; 9677.283141842452
11, 14, 15, EQUAL_PRIORITY: 2356, 387, 0.8357385398981324; 5492, 2471, 0.5500728332119447; 5047, 152, 0.9698830988706162; 2801, 2706, 0.033916458407711514; 0.6358307849133538; 3357.792529028462, 32465.46096747504; 9655.277681798343
12, 14, 15, EQUAL_PRIORITY: 2350, 0, 1.0; 5451, 1536, 0.7182168409466153; 5067, 55, 0.9891454509571739; 2734, 1481, 0.458302852962692; 0.8031021663889245; 4251.8541942068405, 33287.82605363906; 9689.183974552725
13, 14, 15, EQUAL_PRIORITY: 2405, 18, 0.9925155925155925; 5489, 1948, 0.6451083986154127; 5119, 57, 0.9888650126977926; 2775, 1909, 0.3120720720720721; 0.750950088674943; 3167.314437611829, 34033.47904954573; 9690.596914529335
14, 14, 15, EQUAL_PRIORITY: 2426, 228, 0.9060181368507831; 5521, 2423, 0.5611302300307915; 5145, 103, 0.9799805636540331; 2802, 2548, 0.09064953604568171; 0.6664149993708317; 3942.913361560277, 33990.72977400609; 9701.556945318343
15, 14, 15, EQUAL_PRIORITY: 2337, 9, 0.9961489088575096; 5467, 1657, 0.6969087250777392; 5086, 80, 0.9842705465985057; 2718, 1586, 0.41648270787343633; 0.7865197334700154; 3318.6800512656773, 31944.85870760819; 9641.96719544336
16, 14, 15, EQUAL_PRIORITY: 2386, 0, 1.0; 5466, 1689, 0.6909989023051591; 5115, 122, 0.9761485826001955; 2737, 1567, 0.42747533796127146; 0.7848955680081509; 4158.131393261647, 34756.564653088106; 9723.577718453223
17, 14, 15, EQUAL_PRIORITY: 2437, 0, 1.0; 5570, 2044, 0.6330341113105924; 5214, 97, 0.9813962408899117; 2793, 1947, 0.3029001074113856; 0.7447233670538279; 4066.355791807975, 31585.75323724799; 9644.77448411558
18, 14, 15, EQUAL_PRIORITY: 2252, 0, 1.0; 5541, 2228, 0.597906515069482; 5018, 98, 0.9804703068951773; 2775, 2130, 0.2324324324324324; 0.7141023995893752; 3652.538875761733, 32913.56210106396; 9670.77503387704
19, 14, 15, EQUAL_PRIORITY: 2321, 25, 0.989228780697975; 5436, 2300, 0.5768947755702722; 4987, 40, 0.9919791457790255; 2770, 2285, 0.17509025270758127; 0.7002707232177388; 3809.1126962896233, 33127.45457391358; 9678.418195020231
20, 14, 15, EQUAL_PRIORITY: 2351, 0, 1.0; 5392, 2230, 0.5864243323442137; 4958, 129, 0.9739814441306979; 2785, 2101, 0.24560143626570918; 0.7119979336174609; 3184.6682943967753, 32486.011839984712; 9653.099917317671
21, 14, 15, EQUAL_PRIORITY: 2296, 199, 0.9133275261324042; 5485, 2379, 0.5662716499544211; 5014, 60, 0.9880335061826885; 2767, 2518, 0.08998915793277917; 0.6686801182367306; 3146.482590443091, 31882.9036366418; 9637.790235984425
22, 14, 15, EQUAL_PRIORITY: 2302, 56, 0.9756733275412685; 5529, 2358, 0.5735214324470972; 5050, 63, 0.9875247524752475; 2781, 2351, 0.1546206400575333; 0.6917379645000639; 3988.1815548516024, 33701.78881884465; 9695.205989284983
23, 14, 15, EQUAL_PRIORITY: 2413, 47, 0.9805221715706589; 5535, 2456, 0.5562782294489612; 5127, 147, 0.9713282621416033; 2821, 2356, 0.1648351648351648; 0.6850780070457977; 3650.1745271156396, 33574.07748946053; 9686.858163555291
24, 14, 15, EQUAL_PRIORITY: 2385, 14, 0.9941299790356394; 5505, 1909, 0.6532243415077202; 5161, 101, 0.9804301491958922; 2729, 1822, 0.33235617442286547; 0.7562737642585551; 4144.969985298361, 33604.57886567993; 9695.260091137283
25, 14, 15, EQUAL_PRIORITY: 2367, 13, 0.9945078158005914; 5505, 2435, 0.5576748410535877; 5072, 183, 0.9639195583596214; 2800, 2265, 0.19107142857142856; 0.6890243902439024; 3983.743332069993, 34370.12143189677; 9711.447800798564
26, 14, 15, EQUAL_PRIORITY: 2455, 0, 1.0; 5322, 1932, 0.636978579481398; 5003, 74, 0.9852088746751949; 2774, 1858, 0.3302090843547224; 0.7515751575157515; 4050.8156993577577, 32229.12674488593; 9660.235359954539
27, 14, 15, EQUAL_PRIORITY: 2428, 3, 0.9987644151565074; 5536, 2214, 0.6000722543352601; 5191, 193, 0.9628202658447312; 2773, 2024, 0.2701045798773891; 0.7216223003515821; 4264.524077668088, 31782.502253653234; 9652.642987154257
28, 14, 15, EQUAL_PRIORITY: 2414, 198, 0.9179784589892295; 5442, 2326, 0.5725836089672914; 5056, 109, 0.9784414556962026; 2800, 2415, 0.13749999999999996; 0.6787169042769857; 3804.619623488761, 33726.1162281244; 9692.958854502267
29, 14, 15, EQUAL_PRIORITY: 2429, 5, 0.9979415397282833; 5485, 2149, 0.6082041932543301; 5135, 115, 0.9776046738072055; 2779, 2039, 0.266282835552357; 0.7278241091736164; 4572.663705936211, 32640.992179095454; 9678.363056962651
30, 14, 15, EQUAL_PRIORITY: 2319, 27, 0.9883570504527813; 5429, 2083, 0.6163197642291398; 4992, 81, 0.9837740384615384; 2756, 2029, 0.2637880986937591; 0.7276716572018586; 3156.8680383739556, 30930.62251190169; 9614.710769039102
1, 14, 16, EQUAL_PRIORITY: 2401, 0, 1.0; 5426, 893, 0.8354220420199041; 5088, 159, 0.96875; 2739, 734, 0.7320189850310332; 0.885907755206337; 2750.7584648235497, 34644.91445915765; 10068.072150542188
2, 14, 16, EQUAL_PRIORITY: 2374, 0, 1.0; 5486, 752, 0.8629238060517681; 5099, 104, 0.979603843890959; 2761, 648, 0.7653024266570083; 0.9043256997455471; 3052.1241185815015, 32237.327240688886; 10013.979549971049
3, 14, 16, EQUAL_PRIORITY: 2427, 0, 1.0; 5532, 1620, 0.7071583514099783; 5055, 51, 0.9899109792284867; 2904, 1569, 0.4597107438016529; 0.7964568413117226; 3296.599085265072, 33365.835461245675; 10045.30406555236
4, 14, 16, EQUAL_PRIORITY: 2345, 0, 1.0; 5520, 801, 0.8548913043478261; 5110, 34, 0.9933463796477495; 2755, 767, 0.7215970961887477; 0.89815638906548; 3737.3112780967786, 33716.70713918441; 10060.687551153022
